free_text,label_id
Phong quá khen : face_with_tears_of_joy :,0
no không co_NEG o_NEG Vnlam_NEG sao_NEG mà cao được ban oi,0
Khánh Chi_Ghim,0
Trung đẹp đấy mà đéo ngầu_NEG bằng_NEG tao_NEG đâu : _NEG zany_face :,0
cái chính_quyền như cái lờ,2
Xoăn sương sương : pacman : ery_happy :,0
"Cùng lắm thì mình về quê , mình nuôi cá và trồng thêm rau : heart :",0
không chừng_NEG các_NEG đồng_NEG chí_NEG mua phẩm màu về rải ấy : smile :,0
Phát_Võ : pacman : : pacman :,0
Nhìn số thích mà sướng tím người : grinning_squinting_face :,0
Ong tien tri oi ong coi thu co con cat cua tôi mot ngay nung mày lan,0
Nghĩ tới chán gì đâu,0
Sai_lầm lớn nhất của tuổi_trẻ,0
Co bi làm_sao o,0
Duy_Linh Bởi_vì khẩu_trang không thần_NEG thánh_NEG như_NEG dân_NEG buôn khẩu_trang vẫn thường quảng_khôn_lỏi,0
Nói dung hay Sai nhưng mà koa lời_nói mạnh là được,0
"Tình_hình dịch như bây_giờ , cta nên thả anh Bảnh để a nhảy đuổi viruss với thả luôn a huấn để a làm công_tác tuyên_truyền : disappointed_face :",0
10 năm trước facebook đâu ra bà ngoại,0
căng ...,0
Tưởng không có_NEG tuổi_NEG với_NEG vong_NEG ba gà,0
Tạ_Trần Yến_Nhi bị thế đ nào được,0
Dành chó DLV đòi link đòi xác_minh : pacman :,0
Tự_hào thầy Ba gold : pacman : ery_happy :,0
"Nl số 1á , tao thích c trinh nh géc thèn tiệp vãi",2
Hhh,0
Run_men house,0
cái mỏ ln trong làng hài_khẩu nghiệp !,1
816550474,0
Chủ thẩm_mỹ đẹ p trai quá àk,0
Văn_Tuấn ngày_mai hàng F1 là vi_phạm_pháp_luật hồi nào vậy bạn ?,0
thuyết_phục cực_kì,0
sao livestream ngoài đường không : face_with_tears_of_joy :,0
Chi noi chuyên vui quá,0
chó tao hỏi cái trong tay chị ấy đang cầm mua ở đâu : pacman : ery_happy :,0
Công_thức đập của thầy ba hayy vãi anh_em à,0
Cố lên những người con Việt_Nam,0
tôi mà biết cong tu kinh_doanh cai gì thi tay chay san pham dothat xau_ho,2
Em mình cũng dễ_thương nè : red_heart :,0
Đài_loan tượng_đài tưởng với thạch to_đùng,0
Nghi việt_nam đứng thứ 03 lắm : slightly_smiling_face : : slightly_smiling_face :,0
yêu Idol .,0
Vinh Nguyễn_Văn ci vừa sinh baby hơn 2 tuần ráe : beaming_face_with_smiling_eyes :,0
Nguyễn_Hoài_Mong mv mới của jack ý mà nhạc thì như trên,0
Xl,1
Em oicon Linh Dai Loan no ´ co ´ nhô ? lông dai ´ cua em chua mà em lai lên XiGonkiêm ´ no ´ con nualamnhu em co bao_nhiêu vanglây ra đéo hêt ´ _NEG hay sao vây ? ? . . dzomgiông vang gianhin den thuiluihanêu ´ la vang thiêt thi no se sang ´ loeluôn ah em oi chó anh noi nghe neem quên cai con Linh Dai Loan dino ´ noi bon CSVN an cut ´ cua no nêu ´ mà no ngung goi tiên USD ve_thôichu no không co_NEG noi_NEG em_NEG an_NEG cut ´ cua noem co biết Miên Tây bây_giờ bi nuoc man va khô han không ne ? ? . . _NEG bon_NEG Trung_NEG Quôc_NEG no ngan dongchây ? cua sông Me_Kông rôidân mien Tay se chet doi ´ hetem chui ? thang Trung_Quoc dum anh đi emem dzam chui ? không ne ? ? . . _NEG anh_NEG so_NEG bn_NEG Trung công no ´ den nha em no nhô ? sach lông dai ´ cua em do nha,2
tụi hq này bắt trend trễ zmấy chục năm trước ở VN đã có trend này rồi : pacman : ery_happy :,0
My_Sói trong page này độ có up nè,0
"Ai trong số chúng_tao cũng biết lương thu_nhập DANH_NGHĨA ( số tiền_lương ) đang RẤT THẤPNhưng vấn_đề là lương THỰC_TẾ còn THẤP HƠNLương thực_tế = Lương danh_nghĩa / Giá_cả . Giá_cả bây_giờ rõ đắt_đỏ mà tiền_lương vẫn thấp lèo_tèo . Bên cạnh đó , tỷ_giá giờ",0
Cảm_ơn con_cặc,1
"I am searching for beautiful girl in the comment section , so that i can reply her and send friend request later , in hope that she will become mother of my children , who are waiting for her at home .",0
Ctrinh dau tien cua come out mà minh xem . Thich co . MH ghê,0
Nguyễn_Quốc An thầy ba stress mấy giờ vậy tụi xem với,0
"Hay quá , nhiều nước trên thế_giới khoa_học tiên_tiến mà chết thấy thươngvn trị được nge như mơ .",0
nước_cốt ruồi kìa Sang Thanh mày thích uốg lắm đó,0
Tự_do ngôn_luận mà hở ai nói trái ý mấy má là mấy má nhảy đành đạchhọc người tao kìa luôn học_hỏi tiếp_thu ý_kiến chó dù là ý_kiến bất_đồng như_vậy mới phát_triển đượcbọn mày ai nói khác xíu bu vào chửi này kia rồi dlv này nọquá bôi chó bọn mày,2
E muốn chơi PUBG mà không có_NEG acc . _NEG Anh_NEG chị_NEG nào giúp e với,0
Từ nhỏ đã thích nghe nhạc không_phải rồi,0
mong bác yên_nghỉ : crying_face :,0
ngày_mai làm ván chó team thăng_hoa anh ơii,0
: upside - down_face : : upside - down_face : : upside - down_face :,0
Loại mày trước sau gì trời cũng đánh mày,2
nát con_mẹ_nó_rồi,1
Hưng Phạm_sao mình nhập nó bảo nhận được huy_hiệu jax rồi mà vào game lại không thấy_NEG b_NEG nhỉ_NEG,0
Đả cẩu bổng pháp của tổng_chủ đang triển_khai vô_cùng lợi_hại : face_with_steam_from_nose :,0
Độ à sao ak thể mặc vest chó ngầu va : sad : (,0
Ông bố của năm : rolling_on_the_floor_laughing :,0
ホアン ラム ・ mày không tin_NEG akhah ? ? _NEG,0
Bắ tao Ông tao đứ người dậ y mú a đườ người quyề n bằ người đượ c thì mớ i thôi ! ! : rolling_on_the_floor_laughing : : red_heart : : flexed_biceps :,0
Có bạn nào đang thấy lạnh không ! !,0
Mời em về với tộc của anh : pacman : ery_happy :,0
Nhìn chi sang quý_phái !,0
Ban_gai quoc đần đang thay do o nha minh nhe : cute :,0
Đời mà chii,0
Xin clip với bạn,0
"Nguyễn_Hữu Minh mua đôi này hàng fake đủ mua bitis real con_mẹ_nó_rồi , chất_lượng ăn_đứt con hàng dởm này",1
Bố tôi đấy hả các ông,0
abe dạo này nóng quá à hoong bực nha abesố abe nó mở ra zị thôi chửi con_cặc nè abe,0
Làm cách nào để lên Mặt_Trăng sinh_sống : pacman : ery_happy :,0
Liverpool lại không vô_NEG địch_NEG sớm_NEG 8_NEG vòng_đấu được rồi,0
Nhìn hơi sai sai ad ới,0
được thầy ơi,0
Độ tày : pacman : ery_happy :,0
Sống chậm thui anh_em,0
Sư phụ nói_chuyện đáng yêu với chất_phác quá à,0
Chúc_mừng anh Ba : pacman : ery_happy :,0
Cứ nhiễm tnay sao e được mẹ chó đi ra ngoài đi cf : pacman : ery_sad : (,0
lại nữa àhtụi thân cộng nó như sói đóiluôn luôn rình_rập,2
anh tôi : rolling_on_the_floor_laughing :,0
Trời ơicô dễ_thương xỉu : heart_suit :,0
Studio mới luôn rồi,0
Trung_bá zoe,2
Anh_em cùng tổ_tiên với con_nguYỄN HỒNG_NHUNG à,0
Có một điều,0
Nghĩ ít thôi : rolling_on_the_floor_laughing :,0
địt_mẹ abe giống bóng vcc,2
Hâm_mộ quả page này vậy . Đã chửi hay lại còn vẽ đẹp . Phát_huy nhé ad oii,0
Qúa hay,0
chị ba thử đăng video chửi tổng_thống mĩ đii,1
buồn,0
Cười chết được,0
mày la co nguoi dai loan lay_my do my the bao sao ai cũng ghet song cặc cu vi làm di 9 phuong con 1 phuong de lay chong_nhe,2
"Cuộc_sống mà , anh_em ủng_hộ album quảng_khôn_lỏi của thầy tao_nhe",0
Cực_kì thuyết_phục : grinning_face_with_smiling_eyes :,0
Bố độ chấn tiền Ah Bô Cao_Lãnh : sad : (,0
Trung_cộng phát_hiện có cả virus trong nước_tiểu nhé .,2
Cái mieng con linh loc tôi_biết nhu cái_lồn trau,2
Xin loi chi hieu ban dau mới thay chi em không biết_NEG chi_NEG la_NEG the_NEG gioi thu 3 đần em mới biết chi dep lắ mày chi nó i chuyen dễ_thương quá,0
lý phục vô thuyết nhưng nghe lí hợp : rolling_on_the_floor_laughing : ~ ~ ~,0
Huyền Khánh_Phùng giống bố hồi nhỏ phết,0
không noi_NEG nhieu : _NEG slightly_smiling_face : _NEG,0
Lê_Hà_Thư cái : laughing : gì đây,1
Văn Hùng mày là người làm ra trend à : pacman : ery_happy :,0
Hơn rồi nhé,0
Cuop,0
Từ_chối lớn : stuck_out_tongue : ersevering_face :,0
Nghe mà muốn đập cái đth địt_mẹ : pacman : ery_happy :,1
Phạm Văn Đồng về VN cách_ly free : rolling_on_the_floor_laughing :,0
Sống thực_tế đi bà_già,0
Cố_gắng giữ sức_khỏe nha bác trần dần đất_nước mong bác về nước cống_hiến chó đất_nước,0
bác dũng 2 khóa thì cũng về được rồi : tao,0
Thôn thì là mj tớ i mứ c đó được nhỉ ? ?,0
Hồ_Thị Trúc_Phương hôg saokhoảnh khắc huyền_thoại khác sẽ ra_đời : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing :,0
Lâm_Phương chắc năm sau thi rồi : pacman : ery_happy :,0
"Phương_Vy đừng vầy_NEG nha_NEG mại , _NEG mặc_NEG dù tao hề hước với mày nhưng hãy tội_nghiệp thằng chồng mày nữa chứ : slightly_smiling_face : : upside - down_face :",0
nghỉ lâu thế thầy : pacman : ery_sad :,0
Ngoan quá nên là không ai_NEG chơi_NEG cùng : _NEG pacman : _NEG ery_happy :,0
Ánh_Dương anh Độ nói thế_mà : pacman :,0
Qua đấy đừng dạng_NEG háng_NEG chờ_NEG team_NEG gánh nha Abe dấu bé 3,0
Vũ_Trọng Chiến chắc miền bắc . Hhh,0
Ôi tiền !,0
đi ngược với chính_sách ngu dân chỉ có chết,1
vui là chính,0
Tùng sói cute dễ sợ,0
Lê_Ngọc Minh_Châu đóng học_phí trong nonolive là chổ nào vậy bạn,0
Vãi cả nguyễn thị tươi khắm àh nhầm tươi_thắm : face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy :,2
Có anh Cọp cũng đo buồn lắm,0
Hóng thầy 3 làm 1 số clip về pubg,0
Phạm_Minh_Tuấn ảnh của ông à,0
"đoạn cuối sai sai tao , tao cứ tưởng mụ phù_thủy sẽ hóa thành 1 cô gái xinh_đẹp để sống cùng chàng trai mà ai_ngờ lại hóa_thành trai cao to lực_lưỡng : grinning_face_with_sweat :",0
"Ở hàn_quốc còn chưa lo_NEG huống_NEG gì_NEG việt_NEG nam , hãy tin vào nhà_nước thì họ sẽ làm được",0
Có ai xem trên 2 lần không vậy ? _NEG,0
Ngủ đang ngon bị lôi dậy đeo khẩu_trang cáu ông bà_già thực_sự,0
Mn ơi chó mình hỏi mình theo_dõi cô mà mình không pít_NEG cô_NEG là_NEG con_NEG gái thiệt hả mn,0
Học_sinh Úc trông cũng rất gì và này_nọ phết : pacman : ery_happy :,0
Đưa về VN bằng máy_bay riêng thì nó ở cái tầmm : pacman : ery_happy : ),0
Kiểu tóc khiến anh_em gục ngã,0
"Homie là gì vậy , đọc mấy kia thì hiểu rồi mà không hiểu_NEG homie_NEG",0
Chửi bậy cũng có phải có văn_hoá ! ! page này giải_trí vĩ lòn . Thích_thích,1
Made in vietnam,0
Thương anh mong anh chết sớm chó đất_nước bớt đi một loại phân,2
Hẳn là chị Tiên_e chồng Hà_Tăng,0
a tôi đấy : rolling_on_the_floor_laughing : đẹp_trai như hàn quắc ý nhờ : rolling_on_the_floor_laughing :,0
Ad ăn phân con gì mà ngu thế ... ... ? ?,2
Bà hổn láo quá,2
Tiên_tri gì gọi là tri thần_kinh,1
Ôi địt_mẹ phát_biểu vây coi dân nhu đồ_ngu chắc,1
Mọi người đều xanhtrừ thầy : pacman : ery_happy :,0
< USER > VU bạn ghi y chang thế nó tự thành vậy đó,0
Lâm_Đỗ_Hoàng_Thông_panba,0
Ông Dần nói như con vẹt ấy ! Không biết_NEG có_NEG thoát_NEG covi19_NEG không mà dám nói sẽ về VN vài năm tớinghe hài ghê !,0
bắ c kỳ con đâu rồ i con_trai ? ? mâm nà o cũ người có mặ tao con mà ̀ @ @,2
"Tính tạo trend , nhưng fail con_mẹ_nó_rồi",1
Nói về thương_mại tiger nude cũng hiểu 1 chút đó,0
Ông chủ đẹp quá,0
Thì_ra là hình cánh hoa : pacman :,0
Lê Hoàng_Trọng bác chó tôi xin ví_dụ được không bác_NEG,0
Thất_bại của ngành giáo_dục,0
"Trừng_phạt kiểu gì thì nói rõ ra luôn , cứ lòng va lòng_vòng thế ai chơi . Nói lảm nhãm anh Trump lại rút hết Visa tống_cổ cả hơn 300000 sinh_viên trung cộng về nước thì chúng_nó lại chạy Grap hết thì khổ : rolling_on_the_floor_laughing :",0
Đạt Nguyễn chó là bn không phải_NEG thức_NEG ăn : _NEG face_with_tears_of_joy : : _NEG face_with_tears_of_joy :,0
Nguyễn_Tài koi con_cặc bn,2
: red_heart :,0
Chả liên_NEG quan_NEG nhưng sinh xong e bé như con tự kỉ ... Được bà chị đọc chó nghe bài của Thắm mà cười_rung_rốn ! ! Thấy thoải_mái hẳn như tìm lại chính mình ý ... cảm_ơn page nhé : smiling_face_with_heart - eyes : : smiling_face_with_heart - eyes : : smiling_face_with_heart - eyes :,0
địt_mẹ cái con nhà_quê nhiều tham_vọng ! ! Sủa ít thôi .,2
Dụ_má,1
Trong Nguyen_Nồn còn đẹp hơn bài này : face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy :,1
Ngon mẹ gì mà ăn nhỉ,1
Ước gì sự giàu_có tỷ_lệ_thuận với ý_thức của Nhung .,2
đéo phải_NEG ông_NEG già_NEG mình_NEG đâu các bạn,0
Việt_Nam cố lên,0
Hà_Lội TP đáng sống nhất ... . . VI THẾ CÁC BẠN BAKE ĐUNG địt CÀNG VÀO NAMCU Ở NGOÀI ĐÓ mà HIT KHÍ THIÊN_ĐUONG,2
Ủa tưởng vậy là ngầu à : pacman :,0
hợp_lí anh ưii,0
Abe tính cả rồi đánh VCSA xong bán suất trả nợ chó sena,0
Vì mèo Tôm em có_thể lăn_lóc bò trườn để được xem : sad : (,0
"đi_văng cũng được mà má , google đi_văng gỗ đi",0
nữa đêm nghe chửi cười sản luôn : laughing :,0
Ngồi_yên để thầy kể về 1 huyền_thoại : pacman : ery_happy :,0
Tất_nhiên là vấn đềvấn đề là tất_nhiên : grinning_face_with_big_eyes : : grinning_face_with_big_eyes : : grinning_face_with_big_eyes :,0
Tức diêng là bác có quyền đổi tên Tập_Cận Bình_thành ... Cập Tẩm_Bình rồi : grinning_face :,0
Xin hân_hạnh giới_thiệu nghệ_sĩ hài số 1 trong làng esport việt,0
"Trần_Đoàn nhìn cũng đẹp , nếu bán quần_áo , laichym thử đồ , bán sẽ đắc hàng , chứ bán nước_hoa hơi khó bán , nhưng được cái lời nhiều như bán mỹ_phẩm . Thà lời ít bán nhiều , ăn ngon hơn lời nhiều mà bán ít nhá : smile : ~",0
"Khổ a tao , có cái tên suốt ngày bị lấy .",0
đúng là cuộc đờihài vãi,0
lik đâu địt_con_mẹ,1
Mẹ làm ảnh_hưởng bon tao vậy_luôn,1
Nguyễn_Thanh Chiến đêm tỏ_tình nha : grinning_face_with_sweat :,0
K7 ? ?,0
Chúc b mau sớm được chữa_trị b Quỳnh_anh đừng buồn_NEG đừng_NEG lo_NEG lắng_NEG quá nhé chúc hai b sức_khỏe,0
Này đẹp hơn,0
GhêCon bú trên bố bú dưới : : : : pacman : ery_happy :,1
Ai biết mimosa là ai không ạ : _NEG pacman : _NEG ery_happy : _NEG,0
"3điều mà ai cũng biết , xây_dựng ở vn luôn gian_dối , từ lúc đấu_thầu chó tới lúc lắp wc",0
tức_giận vãi c * * *,1
Đứng hình mất 4s : pacman : ery_happy : cool ngầu : pacman : ery_happy : Đẹp_trai gần nhất nhì cao bằng : rolling_on_the_floor_laughing :,0
Âm_tính nhé : slightly_smiling_face :,0
Duy_Khánh khuôn_mặt Tiệp sau khi về nhà,0
Thương Xiu lại 1 cơn_sốt chó mà xem10tr lượt xem chỉ sau 24h công chiesu . Mv đạt kỉ_lục các thê loại,0
Tùng ngoan lắm nha mọi người,0
cũng được đó,0
chó đi tù thì lại bảo quá_đáng,0
Nó tậ pở đả o nhà nó liên_quan đé oj đế n VN ? Hay chú g mà ̀ y nghĩ toà n bộ đả oở quầ n đả o HS lẫ n TS đề u_củ a VN ?,0
Page có 402 fan cứng lận bao_giờ mới tới lượt : pacman :,0
đủ vui chưa bro ? _NEG,0
Chi ba và người ngọ c từ_bi quá,0
"A Ku_Lộc không phải_NEG nó_NEG thì_NEG là_NEG ai , đến bây_giờ còn bảo không phải_NEG do_NEG nó . _NEG Khai_NEG gian_dối để qua cửa kiểm_soát là tội đồ lớn rồi . Làm gì dễ có chuyện gần như cả khoang hạng thương_gia lây như_thế",2
không kong_NEG anh_NEG hùng ! _NEG,0
lại đêu,0
con_chó,1
Có phải cô bé tên Nhung không ad . _NEG,0
Khúc Hương_Giang dẹp mẹ đi ra tết ai chơi : smile : để coi tết được dô chơi với mày,0
Ý bạn là cô Lê_na ? : pacman : ery_happy :,0
Võ_Hoài_Phong xin video,0
"Khi quay lại sẽ tốt hơn , vì học_hỏi được cái hay của nước_ngoài",0
Giọng thế này đừng nên_NEG thử_NEG với_NEG nhạc_NEG dance,0
Ừ chắc dây heng : face_with_tears_of_joy : : face_with_tears_of_joy : : face_with_tears_of_joy :,0
địt_mẹ thua vãi_cả_lồn : pacman : ery_happy : ) phim hài à : pacman : ery_happy : ) Troll_vãi_cả_lồn,0
Sống chậm quá mng ơi : pacman : ery_happy :,0
Đưa cô lên top thịnh_hành nào ! !,0
Mình éo có_NEG ip_NEG nên_NEG test_NEG trên android nhé : pacman :,0
chó không mat_NEG được_NEG nga_NEG voinhung_NEG chi 3 an cuc được do nha chi 3,2
Quà dành tặng abe khi tết về : rolling_on_the_floor_laughing :,0
bê quá,0
Tôi đang xem Hài hay phóng_sự đây admin,0
Em de mat nhu vay nhin rat dep nhin de thuong làm em gai oi,0
mà nhập code này là đc 2 huy_hiệu luôn à ? ?,0
Nhanhh_that su : pacman : ery_happy :,0
Sức công_phá huỷ_diệt của mèo Tom : pacman : ery_happy :,0
cái_lồn_mẹ thầy,2
con linh ca loc no o doai loan,0
Phía sau thằng đàn_ông thất_bại là con đàn_bà xui dại : pacman :,0
Ánh_sáng của Đảng sẽ soi sáng chó chúng_tao,0
địt lại có cớ xây sb long thành đây mà . Thôi đạp bỏ sb tsn đi . Xay long thanh,0
Thằng xăm hình said :,0
Đức_Huy vô nghe thầy giảg bài nha,0
Nguyen_Loc không ship_NEG do_NEG an_NEG được_NEG rồi,0
Nghe không thuyết_NEG phục_NEG lắm_NEG nhưng có vẻ hợp_lý = ] ] ] ~,0
Trend đó việt nam tụi tao dùng lâu rồi,0
thầy nhớ mang vinh_quang vềnghệ sĩ hài_hước cái_lồn_mẹ,1
xạo bà nói câu đó có ngày bà nghèo chó biết,2
Phùng_Ánh_Nguyệt_Phùng Như Quỳnh_Ngọc_Ánh Yến Lê_Triệu Minh TOàn KÒy Hạ_Anh làm được không các_NEG bạn_NEG vào_NEG bờ_NEG thôi,0
con Bố Chuyên hot_trend đấy đừng đùa_NEG,0
Chợt nhận ra những điều mình làm là vì ai ? Cố_gắng vì điều gì ?,0
"Và chúng_nó nghĩ rằng đây là "" Sáng_Tạo "" chứ không phải "" _NEG ngu_NEG Si "" _NEG hay "" Giết Người "" : enraged_face : : enraged_face : : enraged_face :",0
Xin 1 lần được bắt kịp : rolling_on_the_floor_laughing :,0
người làm thầy 3senapetlan và bố_già kalista thua mấy ngày_nay,0
Ngó mệt,0
"sao Vlog sang quá mà , ý_thức củ lồn vayy ?",2
Đức_Mạnh_gaga,0
Đijt mẹ thằng ad phản_động tuyên_truyền vớ_vẩn,2
Khá cayy : face_with_tears_of_joy :,0
Võ Minh Hiếu xin vid ạ,0
Nghe vô_lý nhưng lại thuyết_phục vậy_luôn : pacman : ery_happy :,0
Bố tổ_sư . Súng bắn không trúng . _NEG Để_NEG tao_NEG bắn_NEG chó phát chẳng lòi_NEG phèo_NEG ra . _NEG Cạn_NEG lời,1
Già mà dơ,1
Nguyễn_Kiên 3 que là sao ạ,0
Tiến Nguyễn Chiều mới đi qua đúng không : pacman : ery_happy :,0
Diệp_Đình Huy phục cái địt_mẹ mày,2
Có hiểu quá_cảnh là gì không ?,0
đẳ người cấ p cao có khá c : heart :,0
Thôi xong 1 chú xx lau_chau nhanh_nhảu,0
DLV ngu : laughing : lại còn lắm đứa hùa theo thể_hiện đầu_óc đúng là cặn_bã . Lại còn lắm thằng bảo Việt_Tân tài_trợ Phan_Anh nữa chứ .,2
?,0
sân_bay tình_hình_như vậy chỉ có kiệt_sức thôikhai báo chó cố vô không chịu_NEG cách_NEG ly_NEG giờ_NEG lòi ra cả đống luôn1 đứa bệnh 1000 đứa cách_ly ai mà chơi lại .,0
Tộc tưởng phải đứng giữa hai chị đẹp gái kia mới hợp_lý hơn không : rolling_on_the_floor_laughing :,0
Phạm_Đức Anh cười không chịu_NEG được : _NEG face_with_tears_of_joy : _NEG,0
"cái địt_mẹ_mày nhé ad , đừng có_NEG vơ_NEG đũa_NEG cả_NEG nắm , ăn cứt cả đống nhé con45 tr Đảng_viên không phải_NEG ai_NEG cũng_NEG xấu_NEG mà để mày nói cái giọng của loại chó đấycái page chó bẩn ngu_si nàym ra xem ngoài xã_hội đầy Đảng_viên vẫn nai_lưng đi làm để nuôi đầy cái giống đéo ph_NEG",2
"Hó người thá nh , Đầ u xui đuôi lọ tao",0
Đình_Quang : face_with_tears_of_joy : : face_with_tears_of_joy : thuyết_phục,0
Tao xem mà tao vui gần chết ! Nghe sướng lỗ tai : ear : : ear : : ear :,0
Kiểu này là toang thật rồi,0
Dân 7k cười dân 30 ? ?,0
Cần tiêu_diệt dân_tộc Tàu_khựa,2
Trung_Vũ VIẾT HOA bts LÊN,0
Combo bất_hạnh : rolling_on_the_floor_laughing : : rolling_on_the_floor_laughing :,0
Hay lắm pro ?,0
Giàu mà xài tiền giả,0
"Nhật cũng đéo phải_NEG thằng_NEG vừa_NEG gì_NEG đâu , với mấy thằng Đức nữa , thử khủng_hoảng chính_trị quân_phiệt nhật nó lên xem nó có san bằng cái châu á không : pacman : ery_happy :",2
Nghe thì vô_lý nhưng mà nó lại hợp_lý vch : smirk :,0
vinahouse anh 3 : pacman : ery_happy :,0
Sung ban cat 1km thi sao mà trungdao chem cach 10 m thi làm_sao mà đut nha tien chi phet lac,2
Báo_chí gì mà nói sạo lộ_liễu . Nản,2
Linh lốc cái mỏ như cái_lồn,2
ông là bố hay là con tôi đây,0
"Thấy bảo hot năm nay cứ phải lát cốt , nhưng phải lồi mõm : pacman : ery_happy :",0
Anh trung vô diện,0
Nhưng mà không chó_NEG chúng_NEG cháu_NEG được_NEG nghỉ ạ : sleepy_face :,0
Nguyễn Trọng_Quốc nguyễn khánh toàn chứ trần cái gì,0
"Chuẩn luôn , không thích_NEG theo_NEG dõi_NEG facebook_NEG thì bỏ theo_dõi đi . Theo_dõi người tao mà không chấp_NEG nhận_NEG những_NEG gì_NEG người tao đăng_vậy hoá là sống giả_tạo ah .",0
không phải_NEG là_NEG Undead_NEG nhưng tộc này là bất_tử,0
Obama cũng tặng lại chó các bậc ở trên lá cờ của Venezuela : rolling_on_the_floor_laughing :,0
Nhìn khó_chịu vch .,1
Muốn thành nghiệp lớn thì phải cố_gắng rèn_giũa bản_thân hoàn_thiện hơn thôi ! Âu cũng chỉ vì bát cơm ...,0
óc bã đậ u chỉ có gì thôi,1
Elipsport Trịnh_Đức nó nói nghèo có nhaubác hiểu không : pacman : ery_happy :,0
Không bẩn_NEG thỉu_NEG không_NEG phải_NEG cộng_sản mà .,2
< USER > 95 : rolling_on_the_floor_laughing :,0
MCVMedia bà này đeo vàng nhiều quá nhg không biết_NEG có_NEG phải_NEG vàng_NEG thiệt không đây : _NEG zany_face : _NEG Hay giống như ông gì lúc trước đeo toàn vàng giả : zany_face : Nhìn màu_sắc sợi dây_chuyền giống như Đồng ( Cu ) vậy : zany_face :,0
Tiếc ziên là ăn mì gói,0
"Xin chào Bác Danh_Hài Chần Dần , chúc bác luôn mạnh_khỏe ạ ... Để chia_sẻ tiên_tri trước sau chó bà_con Việt_Nam được biết ... Ahi",0
được gionf,0
"Ông Nhật này chắc không biết_NEG Ở_NEG ngoài_NEG ấy_NEG người tao giỏi Ní nuận nắm , .",0
Giết quách được phát ra từ miệng 1 người đại_diện chó pháp_luật VNhỏi đạo đứctrách nhiệm của ông ở đâuhay ông là loài đv máu lạnh ?,2
Vu ngày_mai Huong_ớ,0
Dòng cap khá là thuyết_phục,0
mà thanh_toán qua master là được giảm thêm 5tr,0
Sói sẽ bán bộ PC nếu live trym đủ 100k view nhé,0
Lê_Thanh Huyền Bich Phượng cứ như_thế_nào thì nát bét cái sn : slightly_smiling_face :,0
"Thoát_án tử thôi chứ đâu có thoát án tù : pacman : không chết_NEG nhưng ăn quả chung_thân thì cũng vỡ mồm sống không bằng_NEG chết , _NEG thôi_NEG trả_NEG lại nhân_dân còn tí sái mà hưởng : cute :",0
Đọc cười như khùng giữa khuyack tôi mới tán tôi sml : laughing :,0
"Bác đấy cũng chỉ 2 mắt , 2 tay , 2 chân_như người bình_thường thôi . Để thay_đổi thì không chỉ_NEG 1_NEG sớm_NEG 1_NEG chiều được . Nói thật chó ad lên làm có nổi được như bác đấy làm bây_giờ không mà nói",0
Hay quá chị idol ơi : smiling_face_with_heart - eyes :,0
Mốt thấy ạc treo trên shop : pacman : ery_happy : ) ) ) ) ),0
Chị Minh HiếuNhìn y_như phụ_nữ thật . Chứ không phải_NEG chuyển_NEG giới . . _NEG Em_NEG rất thích chị . Alopduchucamo . .,0
Vui_long Tien Tri Khi nao ong Tran_đần chet ?,2
Ông nó i : ông là cố vấ n củ a : crying : Trump vậ y trong lú c đị ch bệ nh khó_khăn như hiệ n taọ i thì ông là mày đượ c gì ̀ chó ngườ i dân Mỹ ? Hay_là ông ngồ i tré o cẳ người mà ̀ nó i dó c ? ?,0
Chúc_mừng Thầy,0
Tôi có súng đó,0
Hoàn_Thành anh được ưu_tiên mà : pacman : ery_happy :,0
Cua ghẹ tôm mực bạch tuột mà_quất,0
Duyên vụ chị gái livetream đấy !,0
"Mo mom ra biết ngunghi sao dung tu nhin ,",1
: red_heart :,0
My_Tran_e nói thật vãi_cả_lồn luông đéo vòng_NEG vô_NEG tí_NEG nào_NEG mà lòng_vòng có 1 tí thôi,0
đóng con_cặc nhé !,2
Coi zui gần chết,0
Ông Tuân cười ngặt_nghẽo từ đâu đến cuối luôn,0
"GẦY lâu năm , Gầy_kinh_niên , ăn ngủ kém , cơ_địa khó TĂNGCÂNIb mày tư_vấn , 100 %",0
tên phim a oo,0
: pacman : ery_happy : mày tưởng mày ngon à chung ? ? Cơ_mà mày ngon thật : face_with_tears_of_joy :,0
Abe tính cả rồi đánh VCSA xong bán suất trả nợ chó sena,0
Ông lại lấy hết tiền mua sữa của tôi rồi . Sói_said,0
sao e nhập nó lại ghi như vậy thầy . không được : _NEG sad : _NEG,0
đưa dùm cái quyết_định sử phạt sinh_viên không đóng_NEG bảo_NEG hiềm_NEG dùm_NEG nháđừng có sủa bậy ở đây,0
Do_gia đéo nhieu_NEG vô_NEG chet_NEG quan_NEG mang,0
và đéo có_NEG ai_NEG tham_NEG nhũng_NEG cả : pacman :,0
Bác Lân cứ dụ bác Dần múa thần_quyền : pacman : vậy,0
< USER > Đại GMTV vậy mày vô đây sủa làm con_cặc gì tml,2
a độ rất là căng_thẳng : : smile :,0
